#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
75468                -          input_alignment      -            5.4e-08   31.2   0.0   6.2e-08   31.0   0.0   1.0   1   0   0   1   1   1   1 -
6797                 -          input_alignment      -            5.5e-08   31.2   2.0   5.5e-08   31.2   2.0   1.4   1   1   0   1   1   1   1 -
13659                -          input_alignment      -            7.2e-08   30.8   0.0   7.4e-08   30.8   0.0   1.0   1   0   0   1   1   1   1 -
70339                -          input_alignment      -            7.2e-08   30.8   0.0   7.8e-08   30.7   0.0   1.0   1   0   0   1   1   1   1 -
81198                -          input_alignment      -              8e-08   30.6   0.0   9.1e-08   30.5   0.0   1.0   1   0   0   1   1   1   1 -
1070                 -          input_alignment      -            8.2e-08   30.6   0.0   1.1e-07   30.2   0.0   1.0   1   0   0   1   1   1   1 -
78149                -          input_alignment      -            8.2e-08   30.6   0.0     1e-07   30.3   0.0   1.1   1   0   0   1   1   1   1 -
615                  -          input_alignment      -            8.3e-08   30.6   0.1   9.6e-08   30.4   0.1   1.1   1   0   0   1   1   1   1 -
8396                 -          input_alignment      -            9.4e-08   30.4   0.0   1.3e-07   30.0   0.0   1.1   1   0   0   1   1   1   1 -
5329                 -          input_alignment      -            9.7e-08   30.4   2.2   1.5e-06   26.5   2.1   1.8   1   1   0   1   1   1   1 -
1282                 -          input_alignment      -            9.8e-08   30.4   1.4   9.8e-08   30.4   1.4   1.0   1   0   0   1   1   1   1 -
10724                -          input_alignment      -              1e-07   30.3   2.1   4.4e-05   21.6   1.2   2.6   1   1   1   2   2   2   2 -
5316                 -          input_alignment      -              1e-07   30.3   1.4     1e-07   30.3   1.4   1.7   2   0   0   2   2   1   1 -
12560                -          input_alignment      -            1.3e-07   30.0   0.8   1.5e-07   29.7   0.8   1.0   1   0   0   1   1   1   1 -
16012                -          input_alignment      -            1.4e-07   29.9   0.0     2e-07   29.3   0.0   1.1   1   0   0   1   1   1   1 -
15930                -          input_alignment      -            1.7e-07   29.6   5.9   1.7e-07   29.6   5.9   2.5   1   1   2   3   3   2   2 -
75239                -          input_alignment      -            1.8e-07   29.5   1.1   1.9e-07   29.4   1.1   1.0   1   0   0   1   1   1   1 -
9856                 -          input_alignment      -              2e-07   29.3   2.2   2.1e-07   29.3   2.2   1.0   1   0   0   1   1   1   1 -
5167                 -          input_alignment      -            2.1e-07   29.3   2.3   2.6e-07   29.0   2.3   1.1   1   0   0   1   1   1   1 -
13419                -          input_alignment      -            2.1e-07   29.3   0.0   2.7e-07   28.9   0.0   1.1   1   0   0   1   1   1   1 -
3590                 -          input_alignment      -            2.4e-07   29.1   0.8   2.8e-07   28.9   0.8   1.1   1   0   0   1   1   1   1 -
12509                -          input_alignment      -            2.5e-07   29.0   0.1   2.6e-07   28.9   0.1   1.0   1   0   0   1   1   1   1 -
1407                 -          input_alignment      -            2.5e-07   29.0   0.2   4.2e-07   28.3   0.2   1.4   1   1   0   1   1   1   1 -
72693                -          input_alignment      -            2.6e-07   29.0   0.0   2.9e-07   28.8   0.0   1.0   1   0   0   1   1   1   1 -
74344                -          input_alignment      -            2.6e-07   28.9   0.0   2.7e-07   28.9   0.0   1.1   1   0   0   1   1   1   1 -
11152                -          input_alignment      -            3.1e-07   28.7   0.3   3.4e-07   28.6   0.3   1.1   1   0   0   1   1   1   1 -
16908                -          input_alignment      -            3.4e-07   28.6   0.2   0.00015   19.8   0.2   2.2   2   0   0   2   2   2   1 -
77144                -          input_alignment      -            6.9e-07   27.6   0.0   3.7e-06   25.1   0.0   1.8   1   1   0   1   1   1   1 -
3757                 -          input_alignment      -            7.4e-07   27.4   0.3    0.0042   15.0   0.1   2.1   1   1   1   2   2   2   2 -
72174                -          input_alignment      -            1.2e-06   26.8   0.0   1.2e-06   26.8   0.0   1.0   1   0   0   1   1   1   1 -
80026                -          input_alignment      -            1.3e-06   26.7   0.0   1.8e-06   26.1   0.0   1.2   1   0   0   1   1   1   1 -
13189                -          input_alignment      -            1.4e-06   26.6   0.2   2.9e-06   25.5   0.2   1.4   1   1   0   1   1   1   1 -
80164                -          input_alignment      -            1.6e-06   26.3   0.1     2e-06   26.0   0.1   1.1   1   0   0   1   1   1   1 -
10559                -          input_alignment      -            1.8e-06   26.2   0.2   2.4e-06   25.8   0.2   1.2   1   0   0   1   1   1   1 -
10560                -          input_alignment      -            1.8e-06   26.2   0.2   2.4e-06   25.8   0.2   1.2   1   0   0   1   1   1   1 -
8220                 -          input_alignment      -            2.1e-06   26.0   1.2   1.1e-05   23.6   1.1   2.0   1   1   0   1   1   1   1 -
4954                 -          input_alignment      -            2.3e-06   25.9   0.1   2.7e-06   25.6   0.1   1.0   1   0   0   1   1   1   1 -
2807                 -          input_alignment      -            2.4e-06   25.8   0.5   2.5e-06   25.7   0.5   1.0   1   0   0   1   1   1   1 -
964                  -          input_alignment      -            2.4e-06   25.8   0.0     3e-06   25.4   0.0   1.1   1   0   0   1   1   1   1 -
6303                 -          input_alignment      -            2.7e-06   25.6   0.1   3.2e-06   25.4   0.1   1.1   1   0   0   1   1   1   1 -
7665                 -          input_alignment      -            2.7e-06   25.6   2.4   2.9e-06   25.5   2.4   1.0   1   0   0   1   1   1   1 -
75813                -          input_alignment      -            2.9e-06   25.5   2.9   3.4e-06   25.3   2.9   1.0   1   0   0   1   1   1   1 -
963                  -          input_alignment      -            3.4e-06   25.3   0.0   4.5e-06   24.9   0.0   1.1   1   0   0   1   1   1   1 -
2594                 -          input_alignment      -            3.7e-06   25.1   0.0   3.8e-06   25.1   0.0   1.0   1   0   0   1   1   1   1 -
71450                -          input_alignment      -              4e-06   25.0   1.1   5.1e-06   24.7   1.1   1.2   1   0   0   1   1   1   1 -
1046                 -          input_alignment      -            4.9e-06   24.7   0.1   5.2e-06   24.7   0.1   1.0   1   0   0   1   1   1   1 -
14040                -          input_alignment      -            5.3e-06   24.6   0.0   7.4e-06   24.1   0.0   1.0   1   0   0   1   1   1   1 -
79859                -          input_alignment      -            5.9e-06   24.5   0.0     7e-06   24.2   0.0   1.0   1   0   0   1   1   1   1 -
13352                -          input_alignment      -            5.9e-06   24.5   0.1   1.1e-05   23.6   0.1   1.3   1   1   0   1   1   1   1 -
83336                -          input_alignment      -              6e-06   24.5   0.0   8.8e-06   23.9   0.0   1.1   1   0   0   1   1   1   1 -
71471                -          input_alignment      -            6.4e-06   24.4   0.2   6.6e-06   24.3   0.2   1.0   1   0   0   1   1   1   1 -
1269                 -          input_alignment      -            6.7e-06   24.3   0.0   6.7e-06   24.3   0.0   1.0   1   0   0   1   1   1   1 -
16623                -          input_alignment      -            7.8e-06   24.1   0.0   8.2e-06   24.0   0.0   1.0   1   0   0   1   1   1   1 -
76007                -          input_alignment      -            8.6e-06   23.9   0.1   8.7e-06   23.9   0.1   1.0   1   0   0   1   1   1   1 -
3649                 -          input_alignment      -            9.9e-06   23.7   0.0     1e-05   23.7   0.0   1.0   1   0   0   1   1   1   1 -
69024                -          input_alignment      -            1.1e-05   23.6   0.0   1.2e-05   23.5   0.0   1.0   1   0   0   1   1   1   1 -
73138                -          input_alignment      -            1.2e-05   23.5   0.0   1.2e-05   23.4   0.0   1.1   1   0   0   1   1   1   1 -
1405                 -          input_alignment      -            1.2e-05   23.4   0.1   1.7e-05   23.0   0.1   1.2   1   0   0   1   1   1   1 -
5520                 -          input_alignment      -            1.2e-05   23.4   0.1   0.00011   20.2   0.1   1.9   1   1   1   2   2   2   1 -
78308                -          input_alignment      -            1.3e-05   23.4   0.0   1.5e-05   23.2   0.0   1.0   1   0   0   1   1   1   1 -
4477                 -          input_alignment      -            1.3e-05   23.4   0.0   1.8e-05   22.9   0.0   1.2   1   0   0   1   1   1   1 -
5584                 -          input_alignment      -            1.3e-05   23.3   0.0   1.8e-05   22.9   0.0   1.0   1   0   0   1   1   1   1 -
16890                -          input_alignment      -            1.4e-05   23.3   0.0   1.9e-05   22.8   0.0   1.2   1   0   0   1   1   1   1 -
13347                -          input_alignment      -            1.6e-05   23.0   0.1   2.4e-05   22.4   0.1   1.2   1   0   0   1   1   1   1 -
9867                 -          input_alignment      -            1.7e-05   23.0   0.4     3e-05   22.1   0.4   1.4   1   1   0   1   1   1   1 -
3538                 -          input_alignment      -            1.7e-05   23.0   0.5   1.8e-05   22.9   0.5   1.0   1   0   0   1   1   1   1 -
1971                 -          input_alignment      -            1.9e-05   22.8   0.0     2e-05   22.7   0.0   1.0   1   0   0   1   1   1   1 -
4955                 -          input_alignment      -              2e-05   22.7   0.1   2.4e-05   22.5   0.1   1.0   1   0   0   1   1   1   1 -
4956                 -          input_alignment      -              2e-05   22.7   0.1   2.4e-05   22.5   0.1   1.0   1   0   0   1   1   1   1 -
78643                -          input_alignment      -            2.2e-05   22.6   2.2    0.0037   15.2   0.3   2.1   1   1   1   2   2   2   1 -
6405                 -          input_alignment      -            2.3e-05   22.5   0.0    0.0033   15.4   0.0   2.0   2   0   0   2   2   2   1 -
7342                 -          input_alignment      -            2.6e-05   22.4   0.1     3e-05   22.1   0.1   1.0   1   0   0   1   1   1   1 -
15658                -          input_alignment      -            4.2e-05   21.7   0.0   0.00022   19.3   0.0   1.8   2   0   0   2   2   2   1 -
80572                -          input_alignment      -            4.2e-05   21.7   0.5    0.0001   20.4   0.5   1.6   1   1   0   1   1   1   1 -
3647                 -          input_alignment      -            5.1e-05   21.4   0.0     0.025   12.5   0.0   2.0   1   1   1   2   2   2   1 -
5976                 -          input_alignment      -            5.5e-05   21.3   0.0   6.7e-05   21.0   0.0   1.0   1   0   0   1   1   1   1 -
15632                -          input_alignment      -            5.5e-05   21.3   2.3   0.00034   18.7   0.8   1.8   1   1   0   2   2   2   1 -
7718                 -          input_alignment      -              7e-05   20.9   0.0    0.0085   14.0   0.0   2.0   2   0   0   2   2   2   1 -
10451                -          input_alignment      -            8.2e-05   20.7   0.2   0.00011   20.3   0.2   1.4   1   1   0   1   1   1   1 -
17824                -          input_alignment      -            8.6e-05   20.6   0.0   0.00012   20.1   0.0   1.2   1   0   0   1   1   1   1 -
1600                 -          input_alignment      -            9.3e-05   20.5   0.5   0.00011   20.3   0.5   1.1   1   0   0   1   1   1   1 -
2499                 -          input_alignment      -            9.7e-05   20.4   0.0   0.00014   19.9   0.0   1.1   1   0   0   1   1   1   1 -
70072                -          input_alignment      -            0.00011   20.2   0.0   0.00017   19.7   0.0   1.2   1   0   0   1   1   1   1 -
77721                -          input_alignment      -            0.00012   20.2   0.0   0.00013   20.0   0.0   1.0   1   0   0   1   1   1   1 -
3645                 -          input_alignment      -            0.00012   20.2   0.1   0.00037   18.5   0.1   1.7   2   0   0   2   2   1   1 -
4957                 -          input_alignment      -            0.00012   20.1   0.1   0.00015   19.8   0.1   1.0   1   0   0   1   1   1   1 -
68767                -          input_alignment      -            0.00012   20.1   0.1   0.00012   20.1   0.1   1.0   1   0   0   1   1   1   1 -
8675                 -          input_alignment      -            0.00014   20.0   0.0   0.00016   19.7   0.0   1.0   1   0   0   1   1   1   1 -
8087                 -          input_alignment      -            0.00015   19.8   0.2   0.00015   19.8   0.2   1.1   1   0   0   1   1   1   1 -
16461                -          input_alignment      -            0.00016   19.8   0.0   0.00055   17.9   0.0   1.8   2   0   0   2   2   1   1 -
82050                -          input_alignment      -            0.00016   19.7   2.3    0.0039   15.1   0.8   2.1   1   1   1   2   2   2   1 -
77416                -          input_alignment      -            0.00018   19.6   0.0   0.00022   19.3   0.0   1.1   1   0   0   1   1   1   1 -
11651                -          input_alignment      -            0.00018   19.5   0.0   0.00019   19.5   0.0   1.3   1   1   0   1   1   1   1 -
71809                -          input_alignment      -             0.0002   19.4   0.4   0.00021   19.3   0.4   1.0   1   0   0   1   1   1   1 -
10482                -          input_alignment      -            0.00025   19.1   0.0   0.00029   18.9   0.0   1.2   1   0   0   1   1   1   1 -
8788                 -          input_alignment      -            0.00026   19.1   0.0   0.00031   18.8   0.0   1.1   1   0   0   1   1   1   1 -
1045                 -          input_alignment      -            0.00026   19.0   0.1   0.00026   19.0   0.1   1.0   1   0   0   1   1   1   1 -
3289                 -          input_alignment      -            0.00028   18.9   0.1   0.00028   18.9   0.1   1.0   1   0   0   1   1   1   1 -
63                   -          input_alignment      -            0.00031   18.8   1.5    0.0017   16.3   1.5   1.8   1   1   0   1   1   1   1 -
14351                -          input_alignment      -            0.00034   18.6   3.4   0.00047   18.2   2.1   1.6   1   1   0   2   2   1   1 -
6407                 -          input_alignment      -            0.00035   18.6   0.0    0.0053   14.7   0.0   2.0   2   0   0   2   2   2   1 -
6406                 -          input_alignment      -            0.00039   18.4   0.0    0.0058   14.6   0.0   2.0   2   0   0   2   2   2   1 -
76242                -          input_alignment      -            0.00043   18.3   0.1   0.00045   18.2   0.1   1.1   1   0   0   1   1   1   1 -
16671                -          input_alignment      -            0.00045   18.2   1.0   0.00055   18.0   0.9   1.2   1   1   0   1   1   1   1 -
83383                -          input_alignment      -            0.00047   18.2   2.5     0.003   15.5   1.3   2.0   2   0   0   2   2   2   1 -
15924                -          input_alignment      -            0.00052   18.0   0.0   0.00074   17.5   0.0   1.1   1   0   0   1   1   1   1 -
15923                -          input_alignment      -            0.00056   17.9   0.0   0.00079   17.4   0.0   1.1   1   0   0   1   1   1   1 -
83560                -          input_alignment      -            0.00067   17.7   0.0   0.00089   17.3   0.0   1.1   1   0   0   1   1   1   1 -
83542                -          input_alignment      -            0.00071   17.6   1.1      0.01   13.8   0.8   2.2   2   1   0   2   2   2   1 -
11286                -          input_alignment      -            0.00077   17.5   0.0   0.00086   17.3   0.0   1.0   1   0   0   1   1   1   1 -
83266                -          input_alignment      -            0.00078   17.4   0.0    0.0012   16.8   0.0   1.2   1   0   0   1   1   1   1 -
10443                -          input_alignment      -            0.00079   17.4   0.0     0.001   17.1   0.0   1.0   1   0   0   1   1   1   1 -
12457                -          input_alignment      -             0.0012   16.8   0.1    0.0014   16.6   0.1   1.1   1   0   0   1   1   1   1 -
14056                -          input_alignment      -             0.0013   16.7   2.7    0.0019   16.1   2.7   1.3   1   0   0   1   1   1   1 -
16446                -          input_alignment      -             0.0013   16.7   0.0    0.0097   13.8   0.0   1.8   2   0   0   2   2   2   1 -
3743                 -          input_alignment      -             0.0014   16.6   0.0    0.0017   16.3   0.0   1.1   1   0   0   1   1   1   1 -
2961                 -          input_alignment      -             0.0014   16.6   0.2    0.0015   16.6   0.2   1.1   1   0   0   1   1   1   1 -
3646                 -          input_alignment      -             0.0015   16.5   0.1     0.028   12.3   0.0   2.0   1   1   0   2   2   2   1 -
8642                 -          input_alignment      -             0.0016   16.4   0.0    0.0024   15.8   0.0   1.1   1   0   0   1   1   1   1 -
74474                -          input_alignment      -             0.0017   16.3   0.0    0.0017   16.3   0.0   1.0   1   0   0   1   1   1   1 -
75494                -          input_alignment      -             0.0018   16.3   0.0    0.0019   16.1   0.0   1.0   1   0   0   1   1   1   1 -
16406                -          input_alignment      -             0.0018   16.2   0.0     0.051   11.4   0.0   2.0   2   0   0   2   2   2   1 -
83541                -          input_alignment      -             0.0023   15.9   0.0    0.0034   15.4   0.0   1.1   1   0   0   1   1   1   1 -
11910                -          input_alignment      -             0.0027   15.7   0.4    0.0031   15.5   0.4   1.2   1   0   0   1   1   1   1 -
2406                 -          input_alignment      -             0.0033   15.4   0.0    0.0041   15.0   0.0   1.0   1   0   0   1   1   1   1 -
8232                 -          input_alignment      -             0.0035   15.3   0.0    0.0038   15.2   0.0   1.0   1   0   0   1   1   1   1 -
13598                -          input_alignment      -             0.0036   15.2   1.4     0.015   13.2   0.1   1.9   1   1   1   2   2   2   1 -
6651                 -          input_alignment      -             0.0037   15.2   0.9    0.0056   14.6   0.9   1.2   1   0   0   1   1   1   1 -
70756                -          input_alignment      -             0.0048   14.8   0.0    0.0048   14.8   0.0   1.1   1   0   0   1   1   1   1 -
78556                -          input_alignment      -             0.0052   14.7   0.9    0.0067   14.4   0.9   1.2   1   0   0   1   1   1   1 -
74070                -          input_alignment      -             0.0053   14.7   0.0    0.0056   14.6   0.0   1.0   1   0   0   1   1   1   1 -
83258                -          input_alignment      -             0.0054   14.7   0.8     0.015   13.2   0.3   1.7   2   0   0   2   2   1   1 -
17610                -          input_alignment      -             0.0063   14.4   0.1    0.0085   14.0   0.1   1.1   1   0   0   1   1   1   1 -
74388                -          input_alignment      -             0.0066   14.4   0.8     0.008   14.1   0.8   1.1   1   0   0   1   1   1   1 -
8233                 -          input_alignment      -             0.0066   14.4   0.0    0.0072   14.3   0.0   1.0   1   0   0   1   1   1   1 -
13291                -          input_alignment      -             0.0067   14.4   0.0    0.0078   14.1   0.0   1.0   1   0   0   1   1   1   1 -
5521                 -          input_alignment      -             0.0081   14.1   0.4      0.16    9.8   0.3   2.1   1   1   1   2   2   2   1 -
6742                 -          input_alignment      -             0.0082   14.1   0.0      0.01   13.7   0.0   1.1   1   0   0   1   1   1   1 -
8148                 -          input_alignment      -              0.012   13.6   0.0     0.015   13.2   0.0   1.1   1   0   0   1   1   1   0 -
848                  -          input_alignment      -              0.012   13.5   0.0     0.012   13.5   0.0   1.0   1   0   0   1   1   1   0 -
851                  -          input_alignment      -              0.012   13.5   0.0     0.012   13.5   0.0   1.0   1   0   0   1   1   1   0 -
1009                 -          input_alignment      -              0.013   13.5   0.0     0.013   13.5   0.0   1.1   1   0   0   1   1   1   0 -
849                  -          input_alignment      -              0.013   13.4   0.0     0.013   13.4   0.0   1.0   1   0   0   1   1   1   0 -
6960                 -          input_alignment      -              0.013   13.4   0.0     0.014   13.3   0.0   1.1   1   0   0   1   1   1   0 -
16604                -          input_alignment      -              0.014   13.3   0.0     0.068   11.0   0.0   1.8   2   0   0   2   2   1   0 -
11024                -          input_alignment      -              0.022   12.6   0.0     0.022   12.6   0.0   1.0   1   0   0   1   1   1   0 -
2551                 -          input_alignment      -              0.024   12.5   0.0     0.024   12.5   0.0   1.0   1   0   0   1   1   1   0 -
16344                -          input_alignment      -              0.024   12.5   0.0     0.033   12.1   0.0   1.2   1   0   0   1   1   1   0 -
9388                 -          input_alignment      -              0.025   12.5   0.0     0.032   12.1   0.0   1.1   1   0   0   1   1   1   0 -
81904                -          input_alignment      -              0.026   12.4   2.5      0.04   11.8   1.6   1.6   2   0   0   2   2   1   0 -
6002                 -          input_alignment      -              0.032   12.1   0.0     0.035   12.0   0.0   1.0   1   0   0   1   1   1   0 -
12458                -          input_alignment      -              0.036   11.9   2.5     0.028   12.3   1.0   1.5   1   1   0   1   1   1   0 -
72259                -          input_alignment      -              0.038   11.8   0.0     0.048   11.5   0.0   1.2   1   0   0   1   1   1   0 -
5403                 -          input_alignment      -               0.04   11.8   0.0     0.042   11.7   0.0   1.0   1   0   0   1   1   1   0 -
72384                -          input_alignment      -              0.041   11.7   0.0     0.045   11.6   0.0   1.0   1   0   0   1   1   1   0 -
83381                -          input_alignment      -              0.045   11.6   0.0      0.37    8.6   0.1   2.0   2   0   0   2   2   2   0 -
82219                -          input_alignment      -              0.052   11.4   0.1     0.094   10.6   0.1   1.3   1   0   0   1   1   1   0 -
5852                 -          input_alignment      -              0.053   11.4   0.0     0.074   10.9   0.0   1.1   1   0   0   1   1   1   0 -
83209                -          input_alignment      -              0.053   11.4   0.0       1.6    6.5   0.1   2.0   2   0   0   2   2   2   0 -
82953                -          input_alignment      -              0.053   11.4   0.4      0.26    9.1   0.0   1.9   2   0   0   2   2   2   0 -
1270                 -          input_alignment      -              0.068   11.0   0.1     0.068   11.0   0.1   1.0   1   0   0   1   1   1   0 -
2716                 -          input_alignment      -              0.099   10.5   0.2      0.55    8.0   0.2   1.9   1   1   0   1   1   1   0 -
13541                -          input_alignment      -                0.1   10.4   0.0      0.37    8.6   0.0   1.7   1   1   0   1   1   1   0 -
13542                -          input_alignment      -                0.1   10.4   0.0      0.37    8.6   0.0   1.7   1   1   0   1   1   1   0 -
903                  -          input_alignment      -               0.15    9.9   0.0      0.18    9.6   0.0   1.1   1   0   0   1   1   1   0 -
5401                 -          input_alignment      -               0.22    9.3   0.0      0.26    9.1   0.0   1.1   1   0   0   1   1   1   0 -
7776                 -          input_alignment      -               0.24    9.2   0.0      0.59    7.9   0.0   1.6   1   1   0   1   1   1   0 -
7777                 -          input_alignment      -               0.24    9.2   0.0      0.59    7.9   0.0   1.6   1   1   0   1   1   1   0 -
118                  -          input_alignment      -               0.24    9.2   0.0      0.45    8.3   0.0   1.4   1   1   0   1   1   1   0 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      model.hmm
# Target file:     /project/uma_madelaine_bartlett/JarrettMan/sequence_databases/1KP_seqs/seqs/MFTM-Pinus_jeffreyi/MFTM-SOAPdenovo-Trans-assembly.prots.out
# Option settings: hmmsearch -o hmmout.txt --tblout table.output.txt --noali model.hmm /project/uma_madelaine_bartlett/JarrettMan/sequence_databases/1KP_seqs/seqs/MFTM-Pinus_jeffreyi/MFTM-SOAPdenovo-Trans-assembly.prots.out 
# Current dir:     /home/jm33a/domain_evolution/1KT_searches
# Date:            Thu Jan 16 16:47:07 2020
# [ok]
